chr	start	end
chr11	70435573	70435692
chr11	118482032	118482089
chr6	83151077	83151169
chr6	130052878	130052964
chr17	7932246	7932412
chr18	12413858	12414441
chr11	65021821	65021940
chr11	65855082	65855186
chrX	102127137	102127191
chr1	150694764	150694836
chr1	160997741	160997860
chr1	173865345	173865398
chr5	150449600	150449643
chr13	55412373	55412445
chr15	68184206	68184420
chr7	4759133	4759213
chr7	5067648	5067718
chr7	24710222	24710359
chr7	102465814	102465891
chr12	69258628	69258768
chr12	69817967	69818021
chr11	65021835	65021940
chr11	67283866	67284240
chr11	69652308	69652367
chr11	75571881	75572038
chr11	116863947	116864047
chr2	26940046	26940127
chr17	28859072	28860544
chr1	39333952	39334050
chr1	75521850	75521927
chr1	193181215	193181305
chr3	122924657	122924715
chr5	116189439	116190059
chrX	150987795	150987838
chr19	12613562	12614245
chr5	34907247	34907297
chr13	73691582	73691680
chr11	6403365	6403515
chr11	65855072	65855186
chr11	65855070	65855186
chr11	102398463	102398573
chr2	167646910	167646967
chr2	173112139	173112243
chr12	55716123	55716961
chr6	47920750	47925274
chr1	156669209	156669370
chr17	7236128	7236167
chr17	35844571	35844792
chr17	46704782	46704832
chr14	74736035	74737220
chr2	26391967	26392036
chr12	8790867	8790917
chr5	112715381	112715518
chr15	44528328	44528460
chr15	74544346	74544477
chr9	95476032	95476106
chr7	19698344	19698403
chr1	160997741	160997824
chr10	42318486	42318591
chr19	4394368	4394791
chr19	56377943	56378054
chr19	58300167	58300241
chr13	19675539	19675639
chr3	69027899	69028294
chr3	88058087	88058129
chr3	88100717	88100968
chr7	99479734	99479875
chr12	56734145	56738469
chr1	156673457	156673529
chr15	44526880	44526969
chr15	70048366	70048479
chrX	48482641	48482721
chr4	139388466	139388534
chr4	145138484	145138563
chr11	3358897	3358994
chr11	59202660	59202769
chr11	61799767	61799901
chr11	61799804	61799901
chr11	65855039	65855186
chr11	65855085	65855186
chr11	78494607	78496988
chr16	15700738	15700935
chr14	21092442	21093079
chr8	22565699	22565826
chr9	95942737	95942855
chr9	106861053	106861463
chr2	165682883	165683136
chr8	22090296	22090479
chr8	23135835	23135992
chr8	24914268	24914318
chr11	70435573	70435725
chr9	121766583	121766673
chr19	4838996	4839196
chr19	6374609	6374670
chr2	73573200	73573259
chr7	19698345	19698403
chr7	19698342	19698403
chr7	44112748	44113024
chr7	100430827	100431043
chr7	141088402	141088453
chr6	117907209	117907429
chr6	125031023	125032637
chr6	126644174	126644255
chr17	35844571	35844726
chr17	35844571	35844936
chr4	139061936	139062073
chr16	15700738	15700944
chr16	18784745	18784805
chr16	21504488	21506001
chr12	55716130	55716961
chr12	75938802	75939597
chr12	79295381	79295476
chr14	33068643	33068823
chr16	21976170	21976232
chr4	103149206	103149295
chr4	139410530	139410587
chr4	150611017	150611096
chr9	97482881	97482938
chr9	119321934	119322004
chr9	124353430	124353464
chr6	38149521	38149555
chr6	38391565	38391659
chr6	117907209	117907488
chr6	124494044	124494095
chr3	37000122	37000225
chr3	85746015	85746088
chr3	123350871	123351012
chr1	71564968	71565079
chr1	75417741	75417783
chr1	179043666	179043736
chr7	43452958	43453005
chr7	130519811	130519876
chr7	130536909	130536982
chr7	130536916	130536982
chr5	32362602	32362676
chr5	76640996	76641085
chr5	103550315	103550411
chr11	73110604	73110722
chr11	114710186	114710249
chr2	73853721	73853794
chr2	158086487	158086555
chr13	66998417	66998549
chr13	95976481	95976599
chrX	74152231	74152291
chrX	102127137	102127288
chr18	36796111	36796187
chr12	55716116	55716961
chr12	70292109	70292265
chr19	3575563	3575640
chr19	10919961	10920403
chr6	138416334	138416414
chr16	4668632	4668743
chr7	19698336	19698403
chr4	75950553	75950650
chr3	76075737	76075865
chr17	7251647	7251686
chr11	46277850	46278058
chr11	59132371	59132460
chr2	37645327	37645470
chr2	178430839	178433432
chr16	18418398	18424303
chr8	104497814	104497966
chr5	31526249	31526614
chr17	7352578	7352621
chr7	80743712	80743792
chr7	82285131	82285173
chr1	156294390	156294434
chr1	180973203	180973294
chr11	65855083	65855186
chr11	70435573	70435846
chr11	75571881	75571970
chr11	118482032	118482489
chr6	30744395	30744458
chr6	30895469	30895541
chr5	76637072	76637143
chr17	32929032	32929137
chr11	65855026	65855186
chr11	65855033	65855186
chr11	65855081	65855186
chr11	69641354	69641391
chr7	45103458	45103639
chr7	100093311	100093371
chr3	126998092	126998323
chrX	48482639	48482721
chr12	31282760	31282868
chr12	110545902	110545982
chr4	99057759	99061178
chr2	69880664	69880766
chr6	43523767	43523883
chrX	74197178	74197362
chr17	46721879	46721919
chr17	46721879	46721922
chr1	43990663	43990704
chr14	55633236	55633333
chr14	74736035	74737211
chr11	65855136	65855186
chr13	112882992	112883099
chr15	85580908	85581379
chr7	44468160	44468276
chr7	102465814	102465933
chr7	128460986	128461124
chr9	121766583	121766693
chr15	75896757	75896819
chr1	58480896	58480959
chr14	59384725	59384783
chr14	69714723	69714778
chr7	92040867	92042079
chr4	44762475	44764618
chr4	99061015	99061178
chr4	145138523	145138563
chr4	150166483	150166635
chr4	150908251	150908317
chr17	32381031	32381083
chr17	46935341	46935433
chr11	59807742	59807799
chr11	60709728	60709944
chr11	65855010	65855186
chr11	69665926	69666019
chr12	69258628	69258861
chr6	17656445	17656550
chr6	30687309	30693636
chr6	143195316	143195412
chr19	11480400	11480451
chr19	39539031	39539082
chr19	42250092	42250140
chr19	43849625	43849775
chr19	48645848	48645973
chr2	24824894	24824944
chr2	37645324	37645470
chr2	69993813	69993865
chr2	113699920	113700060
chr2	148690234	148690303
chr2	165682883	165683073
chr8	91070407	91070448
chrX	150987206	150987838
chr10	97674836	97674879
chr11	84905644	84905905
chr11	101991513	101991607
chr11	117702401	117702438
chr14	31168323	31168411
chr19	4197417	4197476
chr19	34672363	34672435
chr19	44132002	44132085
chr4	26340348	26340416
chr4	41635148	41635204
chr4	139410530	139410591
chr9	8946951	8947006
chr9	110108393	110109025
chr16	14188405	14188483
chr7	19698341	19698403
chr7	26371935	26371988
chr7	45614996	45615068
chr7	122595074	122595161
chr7	130536917	130536982
chr7	130536914	130536982
chr10	77593018	77593062
chr10	82670153	82670277
chr2	25467185	25467286
chr2	76807892	76807990
chr2	76857107	76857154
chr2	158058828	158071688
chr2	178395794	178395837
chr2	178395792	178395837
chr5	24550465	24550599
chr5	45498594	45498691
chr5	65659494	65659606
chr5	65659543	65659606
chr5	67747217	67747277
chr5	138611778	138611823
chr15	51789908	51789992
chr15	71981769	71981839
chr18	11882786	11882848
chr1	63585456	63585536
chr1	182301199	182301264
chr11	118398056	118398120
chr12	31282760	31282830
chr5	36031082	36031151
chr5	136754840	136754914
chr6	43523779	43523883
chr1	150164754	150164813
chr14	24138197	24138236
chr7	101244217	101244296
chrX	102127137	102127190
chr19	40736885	40738489
chr19	44088596	44088674
chr19	48796468	48796504
chr19	55091093	55091135
chr17	7236128	7236192
chr17	7932246	7932387
chr15	44561890	44561966
chr11	49827246	49827330
chr11	49827246	49827298
chr11	57771468	57771585
chr11	106000036	106000074
chr9	69428575	69428736
chr9	73038581	73038622
chr9	105395666	105395799
chr1	180973203	180973295
chr13	66998446	66998549
chr19	4197255	4197338
chr19	17642379	17642492
chr19	40609040	40609201
chr19	45640237	45640425
chr19	57753304	57753471
chr6	97118793	97118880
chr17	34052518	34052562
chr5	21739010	21739092
chr12	111184337	111184402
chr2	26388353	26388491
chr2	32418345	32419047
chr2	76885053	76885124
chr2	91560807	91560911
chr4	65323887	65324023
chr4	122885726	122885813
chrX	12136326	12136400
chrX	37839369	37839418
chrX	102127137	102127360
chrX	103609196	103609303
chr4	83460994	83461185
chr11	3370851	3370968
chr11	65855137	65855186
chr11	103078196	103078238
chr11	110230431	110230488
chr7	100706894	100707304
chr17	7236128	7236173
chrX	101102295	101102367
chr19	38931076	38931110
chr19	46044757	46044829
chr17	7932246	7932314
chr11	34083470	34084083
chr9	107331397	107331444
chr6	18235348	18235397
chr5	138187721	138187862
chr5	138766708	138766807
chr3	127573326	127573445
chr2	27027038	27027140
chr2	27241151	27241385
chr2	69465344	69465588
chr10	14133895	14133940
chr10	97714856	97714976
chr12	55719151	55719583
chr12	69258628	69258675
chr13	110903528	110903614
chr7	102190469	102191902
chr18	36796645	36796743
chr12	56511507	56511548
chr11	59132407	59132460
chr11	69432795	69432853
chr17	28769529	28769720
chr17	66690268	66690424
chr4	137521493	137521572
chrX	102127137	102127329
chr2	135938342	135938422
chr5	76637072	76637163
chr10	80154473	80154542
chr11	43444831	43444937
chr11	65021777	65021940
chr5	72203564	72205129
chr19	23932717	23932800
chr1	38036274	38036344
chr1	40465811	40465864
chr1	165663509	165663565
chr15	48151476	48151560
chr9	105516630	105521039
chr2	27027054	27027140
chr2	41670271	41670900
chr2	65526415	65526496
chr2	76807914	76807990
chr2	91562844	91562906
chr2	178395793	178395837
chr16	56770144	56770212
chr14	70563683	70564849
chr17	6947912	6947977
chr17	43568787	43568875
chr10	21986208	21986814
chr10	88174934	88175038
chr6	42629274	42629400
chr1	17696875	17696995
chr11	120450508	120450590
chr4	144779626	144779715
chr9	95935577	95935651
chr3	116297080	116297130
chr3	127687460	127687581
chr12	86140096	86140176
chr5	74628042	74628119
chr5	143388986	143389081
chr7	44227681	44227777
chr7	45722655	45722721
chr19	4197429	4197476
chr14	54478102	54478138
chr14	64782396	64782545
chr17	7927080	7927129
chr17	8173009	8173138
chr17	28329048	28329095
chr17	32929776	32929854
chr17	35844571	35844855
chr9	114597718	114597794
chrX	78126136	78126203
chrX	78129324	78129380
chr19	37599694	37601048
chr19	44107204	44107287
chr19	44107203	44107287
chr19	48645848	48646028
chr19	58266958	58266998
chr5	87666257	87666338
chr5	135345918	135346089
chr5	141975715	141975764
chr5	146751596	146751694
chr5	147615015	147615128
chr6	35287140	35287346
chr2	25234129	25234179
chr2	121337772	121337821
chr7	44112748	44112846
chr7	139525782	139525894
chr3	127687520	127687581
chr1	93319878	93319959
chr1	153752060	153752177
chr1	184795234	184795305
chr11	62882020	62882992
chr11	67283866	67284239
chr11	70435573	70435696
chr11	72690035	72690114
chr13	41056554	41056602
chr13	98887798	98888465
chr13	112883013	112883099
chr2	27241163	27241385
chr2	117903242	117903292
chr2	152415723	152418231
chr9	107331409	107331444
chr9	110251148	110253345
chr3	88163088	88164144
chr6	30744395	30744469
chr18	35249813	35249868
chr19	10256733	10256817
chr19	38652112	38653361
chr14	24150062	24150138
chr5	145573309	145573462
chr8	94650348	94651406
chr7	26371941	26371988
chr7	127579974	127582008
chr10	78039766	78039942
chr2	27241995	27242701
chr2	127056305	127056333
chr2	135741888	135741983
chr19	3979617	3979817
chr19	48796468	48796506
chr14	49768374	49768408
chr7	19698335	19698403
chr7	44882867	44882967
chr7	49770948	49771030
chr15	74544346	74544438
chr11	61803489	61803641
chr5	31526539	31526614
chr17	6445175	6445311
chr17	6445238	6445311
chr17	7236128	7236304
chr17	47619063	47619158
