chr1	20356706	20356793	0	0	2	0	0	0	8	2	2	6	24	0	2	0	1	2	2	22	1	15	3	3	1	6	0	0	0	0
chr1	39368256	39368299	49	56	71	53	84	49	138	3	43	121	116	76	96	58	33	68	73	82	37	111	122	65	27	126	63	130	58	63
chr1	160997741	160997822	1541	591	2435	129	27	2103	338	21	2280	448	255	99	116	2321	64	254	62	747	113	286	22	2798	2020	53	2141	44	42	2132
chr1	182887532	182887671	1430	1988	2496	1474	2152	1774	389	18	2436	507	564	2670	138	2654	518	2891	2600	315	1773	350	434	1629	1432	359	1405	435	2281	1332
chr6	47574225	47576562	126	69	134	61	45	162	181	9	163	185	158	32	54	205	4	35	19	168	21	138	22	242	160	25	170	17	66	148
chr6	97156777	97156843	1	1	1	0	5	2	1	0	1	4	2	2	1	2	1	4	2	0	0	2	0	2	0	1	0	1	2	4
chr18	80137452	80137483	865	924	1033	776	910	1092	202	14	1111	221	176	1010	10	1154	1052	1087	919	186	781	224	43	961	974	18	911	35	810	939
chr16	15700738	15700928	75	241	221	243	283	92	45	5	136	38	66	479	5	117	271	412	365	35	304	42	26	126	54	9	87	11	427	177
chr16	15700738	15700936	75	240	223	239	277	90	45	5	136	40	64	486	5	118	277	415	366	35	301	42	27	127	55	9	86	10	427	185
chr9	124353430	124353466	12	66	25	100	125	14	241	2	25	95	184	64	21	16	112	67	96	131	66	148	20	17	19	18	20	15	96	10
chr5	73555464	73555579	8	16	1	24	11	6	63	6	4	120	105	23	5	8	1	28	29	87	7	76	11	15	6	20	13	11	28	15
chr5	140689911	140689955	8	4	10	7	8	5	20	2	5	87	34	8	18	4	4	12	21	28	7	36	36	6	7	28	5	23	10	5
chr3	69027899	69027991	3	0	1	4	0	1	2	2	0	40	12	2	11	0	0	0	4	8	0	10	5	2	0	6	2	7	6	2
chr3	69027899	69027954	39	30	39	128	61	29	191	19	41	353	159	54	165	54	4	49	69	259	38	230	91	48	35	81	40	115	94	58
chr3	101576807	101576918	78992	115566	89342	73842	56061	105177	28678	1248	84513	22272	19252	58846	8900	90360	61033	56458	48432	33065	44936	26637	10520	102708	74668	16319	79742	5857	49992	120279
chr11	57189838	57189969	5	33	28	17	19	11	46	1	39	35	48	60	0	5	41	56	44	35	34	64	9	4	11	18	2	9	64	3
chr11	69651724	69651779	406	745	332	1477	1729	433	951	41	360	564	1674	1472	37	642	65	2518	1150	655	1095	743	37	408	222	19	284	34	2057	634
chr11	69651724	69651769	437	767	336	1495	1756	434	955	39	370	569	1716	1506	41	646	64	2567	1180	666	1140	764	36	411	227	25	288	42	2106	665
chr11	99022766	99022839	0	0	1	0	0	0	6	1	0	0	6	0	12	0	0	0	0	9	0	5	9	0	0	17	0	6	0	0
chr4	137521493	137521578	505	1096	183	837	1323	926	317	4	236	342	171	515	5	728	1413	1154	3394	205	1537	266	14	751	235	38	446	12	619	427
chr4	145128178	145128244	526	674	374	556	604	622	153	6	491	199	182	418	35	881	22	480	354	165	258	125	138	554	345	72	406	128	512	555
chr10	7807383	7807456	32	27	15	37	16	8	84	19	16	207	101	38	16	24	2	25	35	191	13	107	24	37	19	76	30	60	51	43
chr10	42318502	42318591	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	2	4	5	0	1	12	0	0	24	0	13	2	0
chr13	49432466	49432545	2	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	2	0	0
chr2	3497944	3498021	35	61	55	63	112	57	23	0	37	24	28	92	53	112	21	73	60	9	31	18	41	35	26	38	25	54	156	56
chr2	11755568	11755640	0	10	1	4	2	1	0	0	4	2	4	2	1	1	4	3	2	2	1	4	1	2	2	3	2	0	2	0
chr2	121337774	121337821	4	12	20	16	21	2	23	0	10	25	32	13	114	6	0	12	24	18	12	27	100	7	6	165	5	133	20	9
chr2	154857534	154857775	0	0	0	3	0	0	230	2	0	33	65	0	41	0	0	0	0	77	0	124	295	1	0	44	0	312	0	4
chr17	8388917	8388987	3	2	7	1	0	1	1	0	5	2	1	1	0	4	0	5	1	3	0	0	0	1	1	0	0	2	2	0
chr17	78842230	78842272	7	3	9	6	6	3	12	0	14	8	9	4	20	6	7	10	6	11	6	23	12	4	6	7	7	19	4	8
chr17	78972339	78972402	345	478	1125	1094	296	608	1969	62	888	1996	1337	422	26	459	518	427	313	1956	297	1225	49	530	344	39	422	43	433	538
chr17	47650024	47650091	814	1176	1646	673	1203	1111	108	1	1577	99	124	1483	14	1942	1432	1388	1051	90	858	106	38	1191	1061	33	1066	32	1338	807
chr7	19698324	19698403	211	264	242	318	277	229	77	7	241	202	76	256	354	472	33	353	212	65	160	76	161	218	283	137	195	180	381	191
chr7	19698340	19698403	216	271	247	333	272	217	69	7	233	182	65	254	367	483	34	337	206	63	149	70	165	223	281	133	202	178	394	189
chr7	19698338	19698403	208	258	239	322	266	213	70	7	226	178	64	244	356	475	33	333	198	61	149	71	160	218	278	133	190	173	383	182
chr6	43523828	43523883	297	693	626	335	460	385	188	6	611	161	240	493	26	509	333	562	429	165	394	178	59	449	371	59	390	62	486	286
chr9	121766583	121766696	183	238	373	461	427	221	290	7	278	261	219	459	16	298	577	542	528	179	386	210	47	193	244	47	158	63	406	184
chr18	32412476	32412586	2840	3863	6483	2386	3159	3554	1815	42	4491	1104	2702	4418	183	3761	3229	4750	4883	1222	4137	1208	423	5019	2953	317	3938	245	3420	3745
chr1	185297374	185297472	473	228	484	241	219	431	477	43	460	411	768	320	37	452	33	335	259	467	193	664	172	497	261	156	365	151	268	581
chr15	74544346	74544407	1070	357	1077	149	316	1495	37	1	1097	93	77	461	4	1584	235	526	290	33	264	74	7	1024	1356	17	847	9	340	1263
chr15	74955336	74955933	304	256	568	69	76	414	156	10	546	72	74	87	24	485	140	85	82	105	69	127	138	332	499	139	316	92	83	395
chr3	88058088	88058129	672	864	699	1227	1227	970	524	27	809	554	442	1147	69	914	488	1347	1341	411	1024	415	180	963	591	107	626	126	1268	924
chr12	56734164	56738469	603	325	915	211	357	1080	45	2	1030	54	130	535	12	885	109	597	396	29	429	65	69	792	759	19	636	51	463	497
chr2	130359905	130359955	4	4	8	4	0	1	5	0	7	12	11	0	4	0	3	2	4	6	3	14	4	3	1	5	1	5	1	5
chr2	135741888	135754193	855	939	623	1354	1145	1062	711	23	621	628	359	1168	204	843	464	853	733	468	626	599	275	669	905	164	530	226	1366	1421
chr2	32947730	32947790	72	131	156	420	302	140	121	1	159	60	90	235	0	87	342	289	263	64	184	39	0	87	121	2	72	1	378	119
chr2	121337771	121337821	4	12	20	16	21	2	23	0	10	25	32	13	114	6	0	12	24	18	12	27	100	7	6	165	5	133	20	9
chrX	103609158	103609303	145	167	303	362	202	423	928	46	390	758	541	288	507	206	219	218	325	405	166	504	1165	395	469	341	307	952	272	274
chr14	103571716	103571817	282	307	256	388	429	390	184	5	284	153	101	354	85	286	85	447	357	135	229	178	129	317	171	87	127	97	421	376
chr3	101594136	101594202	228	274	386	273	322	348	1223	80	268	1650	1142	370	291	352	27	312	322	1241	192	1091	874	366	208	419	307	1001	413	335
chr16	21976173	21976232	1323	1578	1389	1593	1016	1780	1102	44	1362	1081	804	1135	123	1508	785	1330	1228	969	1068	1055	1005	1643	1080	327	1267	730	1168	1839
chr18	31962607	31962665	1035	1318	1572	1047	1120	1182	411	14	1597	162	341	1347	19	1530	646	1568	1460	232	1087	236	46	1468	1030	34	1153	26	1293	1223
chr7	44468160	44468282	45993	70532	61549	48505	43059	65389	21275	956	50341	14691	17303	44889	8671	67443	46919	51317	47835	23225	40079	19135	12998	60280	58549	18598	46701	7827	42326	65357
chr7	100498273	100498335	0	0	0	0	0	0	6	1	0	1	0	0	14	0	0	1	1	0	0	2	0	0	0	2	0	2	0	0
chr7	144452408	144452547	34	4	19	19	9	48	208	10	13	72	52	15	15	26	2	7	8	104	7	113	80	18	27	19	21	71	10	53
chr12	31282760	31282821	3799	3012	3178	1089	1579	5200	322	17	3772	295	445	2146	7	4760	729	2369	1643	315	1742	300	8	5247	4464	28	4037	1	1981	5195
chr8	94488652	94488704	127	169	271	204	220	136	227	4	195	254	230	287	114	192	77	190	200	229	134	226	209	195	127	207	170	235	251	154
chr4	40164778	40164861	4	13	7	6	8	4	19	0	11	16	42	14	9	5	0	14	19	12	10	23	5	8	4	14	6	3	12	13
chr15	83137887	83138131	303	228	284	256	261	359	242	11	260	215	309	277	100	365	18	339	322	164	191	195	310	345	169	229	256	343	294	300
chr1	40465782	40465848	79	106	81	87	69	142	33	0	107	14	34	76	10	112	29	87	94	11	56	28	44	111	90	29	57	70	104	123
chr1	45331205	45331318	173	111	331	81	138	250	126	5	272	77	168	248	8	210	178	167	193	92	166	88	34	242	208	41	185	40	150	215
chr1	151796908	151797009	2	3	5	3	0	1	6	1	6	32	17	7	10	4	2	10	9	11	2	22	21	6	0	10	4	24	5	5
chr17	32225487	32225575	164	99	116	103	96	148	122	8	102	202	166	139	148	102	1	109	136	139	83	172	290	204	66	183	121	398	90	177
chr19	7682618	7682758	1911	2597	3224	1778	2469	2123	611	30	2649	421	412	2682	263	2008	2404	2493	1802	515	1556	462	1577	1969	2302	790	1793	1212	2066	2427
chr19	37315328	37315404	5	1	10	1	7	18	57	2	7	45	27	4	1	2	0	3	6	33	2	28	4	12	8	12	3	6	3	20
chr19	43966118	43966174	28	40	53	43	58	35	46	1	88	14	37	56	20	50	26	67	77	16	50	48	23	39	40	15	17	20	60	21
chr19	44069602	44069690	4	10	11	16	20	15	28	1	11	16	22	30	8	16	3	23	23	15	11	16	20	11	13	21	10	30	19	14
chr19	53383472	53383556	200	36	149	8	9	299	15	1	214	35	34	15	6	288	3	26	19	18	25	27	4	255	182	4	151	7	13	253
chr19	53943143	53943465	488	143	1150	432	344	706	303	8	676	541	283	754	101	541	1154	995	1051	171	740	536	284	899	690	322	702	274	922	792
chr19	56377945	56378054	149	141	175	159	221	267	154	5	244	151	132	164	35	247	28	235	197	118	134	121	98	239	142	45	148	119	254	242
chr11	6398340	6398539	1	1	4	7	4	0	51	2	0	81	53	8	30	2	3	2	6	37	1	55	32	1	0	21	1	24	5	0
chr11	6403365	6403513	263	432	548	808	676	453	699	20	471	690	711	887	131	283	1142	1154	907	453	891	584	1556	397	272	359	279	1019	850	356
chr11	70435573	70435692	830	1611	2491	1861	1676	1067	794	30	1918	840	1224	1851	229	1821	2212	2278	1515	771	1203	905	647	1183	1490	267	1065	593	2339	1080
chr11	118482032	118482089	18	44	78	21	46	35	141	11	58	185	140	76	348	29	84	54	67	111	40	146	148	33	64	289	33	178	58	31
chr6	83151077	83151169	0	0	0	3	2	2	13	0	1	12	12	0	4	0	2	1	6	12	4	10	5	0	0	4	1	6	0	0
chr6	130052878	130052964	64	124	119	146	86	95	160	2	121	47	156	95	53	65	36	109	106	88	90	99	44	77	57	55	63	32	102	67
chr17	7932246	7932412	77	134	147	94	154	101	48	0	100	79	105	256	12	80	161	165	182	35	152	64	23	121	105	18	111	16	111	98
chr18	12413858	12414441	1	0	2	3	0	1	1	0	0	2	2	2	1	1	1	1	1	1	0	0	7	0	0	9	0	4	3	0
chr11	65021821	65021940	3818	2556	7885	1655	1498	4503	1037	58	5708	990	771	2393	210	3630	3569	2591	1699	888	2056	945	1972	5167	4405	514	4564	1078	1965	5719
chr11	65855082	65855186	2618	4037	4741	4756	5761	3220	2483	136	3497	3149	2560	6093	805	3576	6850	6614	5691	1968	4004	2140	3144	2835	3326	2350	2743	3829	8012	3252
chrX	102127137	102127191	598	8	1037	55	3	645	95	5	592	299	59	34	1105	102	6	26	15	55	18	166	2877	649	559	1077	642	2637	9	931
chr1	150694764	150694836	533	328	482	242	209	581	167	13	579	225	133	202	21	512	71	228	176	144	189	177	66	652	471	22	476	64	206	700
chr1	160997741	160997860	1228	464	2044	99	19	1683	277	17	1871	392	212	86	104	1735	61	228	45	583	83	242	23	2338	1438	45	1789	36	38	1724
chr1	173865345	173865398	263	296	351	182	184	169	101	18	381	294	142	132	15	401	10	132	107	195	67	149	39	217	174	44	182	37	222	256
chr5	150449600	150449643	2849	3040	3295	1067	1575	4021	59	8	4348	175	45	1372	28	5850	1252	1179	734	66	741	69	126	2445	4183	47	2168	89	1836	2282
chr13	55412373	55412445	5	0	3	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	9	6	0	4	0	0	0
chr15	68184206	68184420	12	12	11	25	25	15	17	4	16	35	35	36	4	10	5	31	31	24	12	34	7	10	13	9	12	7	24	12
chr7	4759133	4759213	25	146	81	211	152	27	192	11	31	180	146	140	9	23	287	149	216	180	131	158	17	29	45	13	55	17	159	73
chr7	5067648	5067718	101	94	92	127	95	113	105	6	98	101	109	82	31	162	16	92	105	94	46	102	67	131	77	60	83	67	110	155
chr7	24710222	24710359	16	28	22	84	47	29	29	3	34	28	21	48	12	33	47	81	35	36	61	25	23	21	15	23	19	28	64	19
chr7	102465814	102465891	194	367	419	338	411	271	33	0	417	39	69	448	2	304	867	570	436	31	365	48	31	315	265	22	235	15	535	358
chr12	69258628	69258768	2104	2195	2999	1943	2100	2339	421	6	3239	384	480	2592	41	3244	2426	2698	2656	297	2382	357	241	2484	2533	159	2475	178	2203	2624
chr12	69817967	69818021	33	19	55	24	27	46	113	3	37	21	66	40	42	41	16	46	36	25	48	55	163	31	30	56	19	85	41	50
chr11	65021835	65021940	3941	2655	8191	1693	1589	4704	1073	56	5998	992	777	2461	221	3813	3682	2699	1784	883	2139	939	2059	5363	4618	536	4780	1147	2019	5961
chr11	67283866	67284240	890	985	1414	939	1185	1103	616	29	1101	828	721	1418	50	851	1260	1087	1204	570	883	762	555	1085	845	139	867	420	1099	1465
chr11	69652308	69652367	970	1975	923	3735	4495	903	1180	53	1026	642	2333	4202	33	1364	2076	6753	2889	1011	3164	1042	66	898	554	53	685	84	5107	1502
chr11	75571881	75572038	9216	8612	16698	28617	13145	11711	5289	436	13537	6251	2816	10683	137	7795	14917	11308	7516	6984	7871	4470	57	7674	5725	258	7411	44	12921	13303
chr11	116863947	116864047	4	5	8	6	7	2	15	0	12	12	15	10	2	11	2	1	6	5	4	12	8	3	3	6	5	18	11	4
chr2	26940046	26940127	54	571	177	556	2073	98	701	17	116	450	691	2967	23	71	3595	2598	2202	280	2085	654	116	59	88	296	38	54	1330	42
chr17	28859072	28860544	1104	1446	1751	1297	1295	1642	336	10	1511	350	309	1568	63	1850	1442	1463	1153	224	1096	302	407	1382	1643	182	1143	340	1482	1427
chr1	39333952	39334050	1	2	0	2	6	5	12	1	3	2	9	2	38	0	0	4	5	5	1	6	20	0	0	39	4	25	5	1
chr1	75521850	75521927	0	0	1	0	3	0	1	0	0	0	0	5	2	1	2	0	1	0	0	1	9	0	0	8	0	5	2	0
chr1	193181215	193181305	0	58	1	851	153	1	61	0	0	21	38	5	11	0	25	47	93	24	41	22	342	1	0	75	0	158	160	2
chr3	122924657	122924715	0	0	2	0	0	1	0	0	3	1	0	1	0	2	0	2	2	0	2	0	0	0	2	0	0	0	0	0
chr5	116189439	116190059	1	0	1	2	0	0	1	1	1	5	0	0	0	3	1	1	0	1	2	1	5	0	0	1	2	2	0	0
chrX	150987795	150987838	719	388	818	281	579	575	108	5	789	56	172	667	15	792	254	675	569	49	540	76	45	1394	683	76	608	39	435	670
chr19	12613562	12614245	2	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
chr5	34907247	34907297	136	257	158	199	261	214	95	0	158	130	101	218	9	257	69	286	234	76	173	114	66	152	166	30	149	100	273	192
chr13	73691582	73691680	19	22	12	79	97	15	99	4	23	51	134	67	7	13	7	64	103	60	41	82	18	23	15	18	16	14	63	17
chr11	6403365	6403515	263	433	555	811	683	459	706	22	475	692	721	889	134	284	1152	1173	920	456	908	587	1555	400	272	360	284	1024	853	360
chr11	65855072	65855186	2696	4192	4917	4932	5961	3358	2645	142	3599	3389	2709	6259	846	3722	7093	6941	5958	2073	4185	2288	3299	2935	3482	2455	2828	4080	8322	3363
chr11	65855070	65855186	2702	4201	4931	4942	5973	3367	2644	144	3610	3398	2714	6272	852	3726	7107	6975	5993	2083	4198	2294	3313	2946	3488	2452	2835	4090	8341	3377
chr11	102398463	102398573	952	1812	958	1667	1598	1039	1311	45	1085	1713	1299	1409	55	834	178	2050	1285	1189	1328	960	107	1286	574	197	859	63	1682	1545
chr2	167646910	167646967	3	0	1	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0
chr2	173112139	173112243	1	0	1	0	6	0	0	0	0	2	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	1	2
chr12	55716123	55716961	1704	2230	2081	2372	2519	2650	501	24	2101	326	403	3456	368	2327	4209	3750	2976	364	2784	501	1665	1997	2037	843	1814	1456	3406	2242
chr6	47920750	47925274	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	4	0	2	2	0
chr1	156669209	156669370	488	1076	1419	2133	4285	757	546	15	924	358	1078	4620	142	712	5897	6066	4673	339	3730	625	71	731	686	336	532	48	4071	783
chr17	7236128	7236167	1154	1277	1718	2716	1734	1480	267	6	1669	180	327	1852	105	1981	1560	1957	1728	184	1318	231	284	1336	1307	187	1162	240	1938	1395
chr17	35844571	35844792	247	666	969	251	491	377	1091	34	584	967	1156	832	229	365	502	359	554	969	292	1081	297	484	321	303	456	363	331	319
chr17	46704782	46704832	236	430	140	452	514	336	176	11	127	222	151	528	118	304	142	284	298	186	225	219	1203	135	183	126	101	871	421	262
chr14	74736035	74737220	637	679	920	668	674	1023	108	3	880	213	93	674	79	961	723	810	562	129	557	133	101	869	776	79	815	92	695	895
chr2	26391967	26392036	181	209	139	71	117	200	105	7	209	122	97	106	6	166	4	163	118	88	63	102	62	188	98	14	138	52	130	196
chr12	8790867	8790917	109	3	147	20	2	89	6	0	94	10	2	2	1	147	1	1	1	9	0	1	0	111	31	0	68	0	2	129
chr5	112715381	112715518	1	1	1	0	1	1	0	0	0	0	0	3	5	1	0	2	1	2	1	0	2	0	0	6	0	11	0	1
chr15	44528328	44528460	80	118	125	133	134	110	93	8	81	177	132	175	39	110	24	168	169	80	106	102	98	140	84	152	100	121	183	127
chr15	74544346	74544477	824	280	842	129	240	1175	32	1	863	77	63	348	3	1312	167	418	226	25	210	62	5	804	1156	15	677	9	278	1001
chr9	95476032	95476106	9	4	7	7	33	8	33	0	9	19	49	53	1	17	45	40	82	23	33	41	6	7	2	18	13	4	16	7
chr7	19698344	19698403	224	274	249	350	271	223	68	6	246	190	65	270	388	497	34	346	215	62	152	68	165	236	280	132	210	173	406	199
chr1	160997741	160997824	1562	603	2476	134	27	2124	342	21	2309	451	256	104	122	2348	64	256	62	751	111	288	24	2830	2042	54	2176	44	42	2159
