chr	start	end	type	strand	gene_id	gene_name	subtype	exon_start	exon_end	len
chr3	117672035	117672346	intergenic	.	.	.	intergenic	117672035	117672346	312
chr3	117831104	117832839	intergenic	.	.	.	intergenic	117831104	117832839	1736
chr3	117832325	117832839	intergenic	.	.	.	intergenic	117832325	117832839	515
chr3	122426755	122427123	intergenic	.	.	.	intergenic	122426755	122427123	369
chr3	124405213	124406330	intergenic	.	.	.	intergenic	124405213	124406330	1118
chr3	124413843	124414311	intergenic	.	.	.	intergenic	124413843	124414311	469
chr3	135228916	135229818	intergenic	.	.	.	intergenic	135228916	135229818	903
chr3	136868727	136869188	intergenic	.	.	.	intergenic	136868727	136869188	462
chr3	136888025	136888677	intergenic	.	.	.	intergenic	136888025	136888677	653
chr15	37002867	37003685	intergenic	.	.	.	intergenic	37002867	37003685	819
chr15	37005862	37007127	intergenic	.	.	.	intergenic	37005862	37007127	1266
chr15	41826053	41826688	intergenic	.	.	.	intergenic	41826053	41826688	636
chr15	44491137	44492584	intergenic	.	.	.	intergenic	44491137	44492584	1448
chr15	44570050	44570883	intergenic	.	.	.	intergenic	44570050	44570883	834
chr15	73567167	73567424	intergenic	.	.	.	intergenic	73567167	73567424	258
chr15	74571516	74571851	intergenic	.	.	.	intergenic	74571516	74571851	336
chr15	74798828	74799418	intergenic	.	.	.	intergenic	74798828	74799418	591
chr15	78293367	78294341	intergenic	.	.	.	intergenic	78293367	78294341	975
chr15	78293549	78294341	intergenic	.	.	.	intergenic	78293549	78294341	793
chr15	81889435	81890398	intergenic	.	.	.	intergenic	81889435	81890398	964
chr15	82197787	82198195	intergenic	.	.	.	intergenic	82197787	82198195	409
chr15	83000979	83001414	intergenic	.	.	.	intergenic	83000979	83001414	436
chr15	85126746	85127467	intergenic	.	.	.	intergenic	85126746	85127467	722
chr15	89190471	89190873	intergenic	.	.	.	intergenic	89190471	89190873	403
chr15	90225855	90227037	intergenic	.	.	.	intergenic	90225855	90227037	1183
chr15	91872578	91873056	intergenic	.	.	.	intergenic	91872578	91873056	479
chr15	92399834	92400373	intergenic	.	.	.	intergenic	92399834	92400373	540
chr15	98721177	98721738	intergenic	.	.	.	intergenic	98721177	98721738	562
chr15	98727752	98727956	intergenic	.	.	.	intergenic	98727752	98727956	205
chr11	4069351	4069465	intergenic	.	.	.	intergenic	4069351	4069465	115
chr11	6403365	6403513	intergenic	.	.	.	intergenic	6403365	6403513	149
chr11	6622103	6623815	intergenic	-	.	.	intergenic	6622103	6623815	1713
chr11	11942880	11943881	intergenic	.	.	.	intergenic	11942880	11943881	1002
chr11	16992355	16992887	intergenic	.	.	.	intergenic	16992355	16992887	533
chr11	21268864	21269482	intergenic	.	.	.	intergenic	21268864	21269482	619
chr11	24560522	24561475	intergenic	.	.	.	intergenic	24560522	24561475	954
chr11	30149639	30149929	intergenic	.	.	.	intergenic	30149639	30149929	291
chr11	34083470	34083890	intergenic	.	.	.	intergenic	34083470	34083890	421
chr11	43433820	43434522	intergenic	.	.	.	intergenic	43433820	43434522	703
chr11	45887551	45887756	intergenic	.	.	.	intergenic	45887551	45887756	206
chr11	59809045	59809659	intergenic	.	.	.	intergenic	59809045	59809659	615
chr11	60932272	60932625	intergenic	.	.	.	intergenic	60932272	60932625	354
chr11	65854816	65855186	intergenic	.	.	.	intergenic	65854816	65855186	371
chr11	65855088	65855186	intergenic	.	.	.	intergenic	65855088	65855186	99
chr11	66146379	66147192	intergenic	.	.	.	intergenic	66146379	66147192	814
chr11	70435573	70435883	intergenic	.	.	.	intergenic	70435573	70435883	311
chr11	74866254	74866568	intergenic	.	.	.	intergenic	74866254	74866568	315
chr11	76133815	76134408	intergenic	-	.	.	intergenic	76133815	76134408	594
chr11	77021491	77021933	intergenic	.	.	.	intergenic	77021491	77021933	443
chr11	77021491	77021937	intergenic	.	.	.	intergenic	77021491	77021937	447
chr11	79412759	79413518	intergenic	.	.	.	intergenic	79412759	79413518	760
chr11	83774509	83775350	intergenic	.	.	.	intergenic	83774509	83775350	842
chr11	84880512	84881259	intergenic	.	.	.	intergenic	84880512	84881259	748
chr11	84888168	84888355	intergenic	+	.	.	intergenic	84888168	84888355	188
chr11	99492285	99492668	intergenic	.	.	.	intergenic	99492285	99492668	384
chr11	106097113	106097981	intergenic	.	.	.	intergenic	106097113	106097981	869
chr11	106761297	106761572	intergenic	.	.	.	intergenic	106761297	106761572	276
chr11	117077203	117078174	intergenic	.	.	.	intergenic	117077203	117078174	972
chr11	118502433	118502841	intergenic	.	.	.	intergenic	118502433	118502841	409
chr11	120432557	120433047	intergenic	.	.	.	intergenic	120432557	120433047	491
chr1	10116085	10116404	intergenic	.	.	.	intergenic	10116085	10116404	320
chr1	33479752	33480457	intergenic	.	.	.	intergenic	33479752	33480457	706
chr1	36173788	36174078	intergenic	.	.	.	intergenic	36173788	36174078	291
chr1	43960968	43967002	intergenic	.	.	.	intergenic	43960968	43967002	6035
chr1	43960968	43966618	intergenic	.	.	.	intergenic	43960968	43966618	5651
chr1	51783029	51784436	intergenic	.	.	.	intergenic	51783029	51784436	1408
chr1	58102651	58103143	intergenic	.	.	.	intergenic	58102651	58103143	493
chr1	58153573	58154244	intergenic	.	.	.	intergenic	58153573	58154244	672
chr1	69858611	69859086	intergenic	.	.	.	intergenic	69858611	69859086	476
chr1	75415743	75416576	intergenic	.	.	.	intergenic	75415743	75416576	834
chr1	75423948	75424307	intergenic	.	.	.	intergenic	75423948	75424307	360
chr1	75492144	75492505	intergenic	.	.	.	intergenic	75492144	75492505	362
chr1	119616656	119617363	intergenic	.	.	.	intergenic	119616656	119617363	708
chr1	120487780	120488146	intergenic	.	.	.	intergenic	120487780	120488146	367
chr1	150819101	150819358	intergenic	.	.	.	intergenic	150819101	150819358	258
chr1	151448498	151448539	intergenic	.	.	.	intergenic	151448498	151448539	42
chr1	167326021	167326496	intergenic	.	.	.	intergenic	167326021	167326496	476
chr1	173761031	173761598	intergenic	.	.	.	intergenic	173761031	173761598	568
chr1	173761278	173761598	intergenic	.	.	.	intergenic	173761278	173761598	321
chr1	173933355	173933782	intergenic	.	.	.	intergenic	173933355	173933782	428
chr1	174330637	174330702	intergenic	.	.	.	intergenic	174330637	174330702	66
chr1	183314083	183314412	intergenic	.	.	.	intergenic	183314083	183314412	330
chr4	5729658	5730231	intergenic	.	.	.	intergenic	5729658	5730231	574
chr4	75949960	75950650	intergenic	.	.	.	intergenic	75949960	75950650	691
chr4	82352871	82353522	intergenic	.	.	.	intergenic	82352871	82353522	652
chr4	82948769	82950243	intergenic	.	.	.	intergenic	82948769	82950243	1475
chr4	86228055	86228728	intergenic	.	.	.	intergenic	86228055	86228728	674
chr4	98382578	98383067	intergenic	.	.	.	intergenic	98382578	98383067	490
chr4	101187574	101189078	intergenic	.	.	.	intergenic	101187574	101189078	1505
chr4	104479276	104480154	intergenic	.	.	.	intergenic	104479276	104480154	879
chr4	104479276	104480994	intergenic	.	.	.	intergenic	104479276	104480994	1719
chr4	113041683	113046739	intergenic	.	.	.	intergenic	113041683	113046739	5057
chr4	113485919	113486582	intergenic	.	.	.	intergenic	113485919	113486582	664
chr4	116325349	116326072	intergenic	.	.	.	intergenic	116325349	116326072	724
chr4	118158438	118160133	intergenic	.	.	.	intergenic	118158438	118160133	1696
chr4	118167635	118168384	intergenic	.	.	.	intergenic	118167635	118168384	750
chr4	133190260	133191294	intergenic	.	.	.	intergenic	133190260	133191294	1035
chr4	137521493	137521572	intergenic	.	.	.	intergenic	137521493	137521572	80
chr4	140537456	140542633	intergenic	.	.	.	intergenic	140537456	140542633	5178
chr4	140552056	140552527	intergenic	.	.	.	intergenic	140552056	140552527	472
chr4	141071598	141072528	intergenic	.	.	.	intergenic	141071598	141072528	931
chr4	141072146	141072528	intergenic	.	.	.	intergenic	141072146	141072528	383
chr14	21092442	21093036	intergenic	.	.	.	intergenic	21092442	21093036	595
chr14	21092442	21092647	intergenic	.	.	.	intergenic	21092442	21092647	206
chr14	31150082	31150147	intergenic	.	.	.	intergenic	31150082	31150147	66
chr14	32418017	32418785	intergenic	.	.	.	intergenic	32418017	32418785	769
chr14	32448182	32448928	intergenic	.	.	.	intergenic	32448182	32448928	747
chr14	33009270	33009457	intergenic	.	.	.	intergenic	33009270	33009457	188
chr14	33364515	33365407	intergenic	.	.	.	intergenic	33364515	33365407	893
chr14	47266511	47266980	intergenic	.	.	.	intergenic	47266511	47266980	470
chr14	47505133	47506846	intergenic	.	.	.	intergenic	47505133	47506846	1714
chr14	47554149	47554559	intergenic	.	.	.	intergenic	47554149	47554559	411
chr14	55524252	55524922	intergenic	-	.	.	intergenic	55524252	55524922	671
chr14	56614766	56615714	intergenic	.	.	.	intergenic	56614766	56615714	949
chr14	60970183	60970828	intergenic	.	.	.	intergenic	60970183	60970828	646
chr14	63375069	63375895	intergenic	.	.	.	intergenic	63375069	63375895	827
chr14	66638461	66639020	intergenic	.	.	.	intergenic	66638461	66639020	560
chr14	67806762	67807261	intergenic	.	.	.	intergenic	67806762	67807261	500
chr14	70124245	70124754	intergenic	.	.	.	intergenic	70124245	70124754	510
chr14	70492601	70492778	intergenic	.	.	.	intergenic	70492601	70492778	178
chr14	70977310	70977765	intergenic	.	.	.	intergenic	70977310	70977765	456
chr14	79474970	79476802	intergenic	.	.	.	intergenic	79474970	79476802	1833
chr14	101898700	101899851	intergenic	.	.	.	intergenic	101898700	101899851	1152
chr14	101914338	101914659	intergenic	+	.	.	intergenic	101914338	101914659	322
chr10	11081964	11082248	intergenic	.	.	.	intergenic	11081964	11082248	285
chr10	13105894	13106305	intergenic	.	.	.	intergenic	13105894	13106305	412
chr10	18215428	18216259	intergenic	+	.	.	intergenic	18215428	18216259	832
chr10	19893066	19894249	intergenic	.	.	.	intergenic	19893066	19894249	1184
chr10	32889199	32889642	intergenic	.	.	.	intergenic	32889199	32889642	444
chr10	60383951	60384859	intergenic	.	.	.	intergenic	60383951	60384859	909
chr10	60399977	60400413	intergenic	.	.	.	intergenic	60399977	60400413	437
chr10	60405072	60406284	intergenic	.	.	.	intergenic	60405072	60406284	1213
chr10	60425619	60426607	intergenic	.	.	.	intergenic	60425619	60426607	989
chr10	63168856	63169254	intergenic	.	.	.	intergenic	63168856	63169254	399
chr10	68751329	68752568	intergenic	.	.	.	intergenic	68751329	68752568	1240
chr10	74482178	74482564	intergenic	.	.	.	intergenic	74482178	74482564	387
chr10	75178024	75178495	intergenic	.	.	.	intergenic	75178024	75178495	472
chr10	82754326	82754964	intergenic	.	.	.	intergenic	82754326	82754964	639
chr10	88906407	88906917	intergenic	.	.	.	intergenic	88906407	88906917	511
chr10	109866116	109866930	intergenic	.	.	.	intergenic	109866116	109866930	815
chr10	123167956	123168226	intergenic	.	.	.	intergenic	123167956	123168226	271
chr10	127179009	127179624	intergenic	.	.	.	intergenic	127179009	127179624	616
chr2	10557711	10558239	intergenic	.	.	.	intergenic	10557711	10558239	529
chr2	20340110	20340416	intergenic	.	.	.	intergenic	20340110	20340416	307
chr2	24630905	24631898	intergenic	.	.	.	intergenic	24630905	24631898	994
chr2	29154097	29154518	intergenic	.	.	.	intergenic	29154097	29154518	422
chr2	29902342	29902886	intergenic	.	.	.	intergenic	29902342	29902886	545
chr2	32004472	32005007	intergenic	+	.	.	intergenic	32004472	32005007	536
chr2	32010366	32010412	intergenic	.	.	.	intergenic	32010366	32010412	47
chr2	32220177	32220527	intergenic	.	.	.	intergenic	32220177	32220527	351
chr2	50296903	50297305	intergenic	.	.	.	intergenic	50296903	50297305	403
chr2	69965516	69966499	intergenic	.	.	.	intergenic	69965516	69966499	984
chr2	71367334	71367512	intergenic	-	.	.	intergenic	71367334	71367512	179
chr2	72239155	72239669	intergenic	+	.	.	intergenic	72239155	72239669	515
chr2	75665302	75665439	intergenic	.	.	.	intergenic	75665302	75665439	138
chr2	76942582	76942846	intergenic	.	.	.	intergenic	76942582	76942846	265
chr2	76976639	76977092	intergenic	.	.	.	intergenic	76976639	76977092	454
chr2	77214362	77215061	intergenic	.	.	.	intergenic	77214362	77215061	700
chr2	77414282	77414572	intergenic	.	.	.	intergenic	77414282	77414572	291
chr2	77518968	77519427	intergenic	.	.	.	intergenic	77518968	77519427	460
chr2	80644280	80645520	intergenic	.	.	.	intergenic	80644280	80645520	1241
chr2	104436500	104436996	intergenic	.	.	.	intergenic	104436500	104436996	497
chr2	121340441	121340750	intergenic	.	.	.	intergenic	121340441	121340750	310
chr2	127746316	127747999	intergenic	.	.	.	intergenic	127746316	127747999	1684
chr2	127867367	127868332	intergenic	.	.	.	intergenic	127867367	127868332	966
chr2	130777819	130778416	intergenic	.	.	.	intergenic	130777819	130778416	598
chr2	148690234	148690303	intergenic	.	.	.	intergenic	148690234	148690303	70
chr2	152415723	152416840	intergenic	.	.	.	intergenic	152415723	152416840	1118
chr2	156125768	156126318	intergenic	.	.	.	intergenic	156125768	156126318	551
chr2	162661797	162663233	intergenic	.	.	.	intergenic	162661797	162663233	1437
chr2	166274133	166275803	intergenic	.	.	.	intergenic	166274133	166275803	1671
chr2	167421766	167422904	intergenic	.	.	.	intergenic	167421766	167422904	1139
chr2	173023382	173023765	intergenic	.	.	.	intergenic	173023382	173023765	384
chr2	174420434	174421598	intergenic	.	.	.	intergenic	174420434	174421598	1165
chr5	5194598	5195277	intergenic	.	.	.	intergenic	5194598	5195277	680
chr5	21302925	21303063	intergenic	.	.	.	intergenic	21302925	21303063	139
chr5	32352263	32353194	intergenic	.	.	.	intergenic	32352263	32353194	932
chr5	65969270	65970072	intergenic	.	.	.	intergenic	65969270	65970072	803
chr5	69585876	69586464	intergenic	.	.	.	intergenic	69585876	69586464	589
chr5	72203564	72205135	intergenic	+	.	.	intergenic	72203564	72205135	1572
chr5	72203564	72203625	intergenic	.	.	.	intergenic	72203564	72203625	62
chr5	74627598	74628119	intergenic	.	.	.	intergenic	74627598	74628119	522
chr5	88665418	88665756	intergenic	.	.	.	intergenic	88665418	88665756	339
chr5	107539224	107539450	intergenic	.	.	.	intergenic	107539224	107539450	227
chr5	107574181	107575231	intergenic	.	.	.	intergenic	107574181	107575231	1051
chr5	112840295	112840619	intergenic	.	.	.	intergenic	112840295	112840619	325
chr5	112877193	112877984	intergenic	.	.	.	intergenic	112877193	112877984	792
chr5	116476694	116477058	intergenic	.	.	.	intergenic	116476694	116477058	365
chr5	124646817	124647126	intergenic	.	.	.	intergenic	124646817	124647126	310
chr5	124713459	124713800	intergenic	.	.	.	intergenic	124713459	124713800	342
chr5	127553348	127554565	intergenic	.	.	.	intergenic	127553348	127554565	1218
chr5	129685568	129685914	intergenic	.	.	.	intergenic	129685568	129685914	347
chr5	129978629	129979552	intergenic	.	.	.	intergenic	129978629	129979552	924
chr5	129997581	129997779	intergenic	.	.	.	intergenic	129997581	129997779	199
chr5	134196606	134197014	intergenic	.	.	.	intergenic	134196606	134197014	409
chr5	134602734	134603098	intergenic	.	.	.	intergenic	134602734	134603098	365
chr5	137306277	137307045	intergenic	.	.	.	intergenic	137306277	137307045	769
chr5	137328106	137328436	intergenic	.	.	.	intergenic	137328106	137328436	331
chr5	137466247	137466952	intergenic	.	.	.	intergenic	137466247	137466952	706
chr5	139050235	139050657	intergenic	.	.	.	intergenic	139050235	139050657	423
chr5	140881420	140882001	intergenic	.	.	.	intergenic	140881420	140882001	582
chr5	144244616	144245132	intergenic	.	.	.	intergenic	144244616	144245132	517
chr5	146833172	146834066	intergenic	.	.	.	intergenic	146833172	146834066	895
chr5	149501820	149503522	intergenic	-	.	.	intergenic	149501820	149503522	1703
chr5	150557246	150557748	intergenic	.	.	.	intergenic	150557246	150557748	503
chr17	12969083	12969404	intergenic	.	.	.	intergenic	12969083	12969404	322
chr17	29077023	29078890	intergenic	.	.	.	intergenic	29077023	29078890	1868
chr17	29260860	29261736	intergenic	-	.	.	intergenic	29260860	29261736	877
chr17	29543596	29545484	intergenic	-	.	.	intergenic	29543596	29545484	1889
chr17	29679083	29680192	intergenic	.	.	.	intergenic	29679083	29680192	1110
chr17	29846827	29849156	intergenic	.	.	.	intergenic	29846827	29849156	2330
chr17	30758409	30758829	intergenic	.	.	.	intergenic	30758409	30758829	421
chr17	31218134	31218877	intergenic	.	.	.	intergenic	31218134	31218877	744
chr17	38555940	38556581	intergenic	.	.	.	intergenic	38555940	38556581	642
chr17	46025125	46025346	intergenic	.	.	.	intergenic	46025125	46025346	222
chr17	47431966	47433335	intergenic	.	.	.	intergenic	47431966	47433335	1370
chr17	47674921	47675759	intergenic	.	.	.	intergenic	47674921	47675759	839
chr17	57413762	57414913	intergenic	.	.	.	intergenic	57413762	57414913	1152
chr17	67899922	67901281	intergenic	.	.	.	intergenic	67899922	67901281	1360
chr17	75389580	75389923	intergenic	.	.	.	intergenic	75389580	75389923	344
chr17	78683753	78684229	intergenic	.	.	.	intergenic	78683753	78684229	477
chr17	78766624	78766879	intergenic	.	.	.	intergenic	78766624	78766879	256
chr17	80051675	80053522	intergenic	.	.	.	intergenic	80051675	80053522	1848
chr9	3443048	3443732	intergenic	.	.	.	intergenic	3443048	3443732	685
chr9	3456850	3457372	intergenic	.	.	.	intergenic	3456850	3457372	523
chr9	8961554	8961842	intergenic	.	.	.	intergenic	8961554	8961842	289
chr9	9002375	9003619	intergenic	.	.	.	intergenic	9002375	9003619	1245
chr9	74953279	74953479	intergenic	+	.	.	intergenic	74953279	74953479	201
chr9	88413204	88413480	intergenic	.	.	.	intergenic	88413204	88413480	277
chr9	95462167	95462702	intergenic	.	.	.	intergenic	95462167	95462702	536
chr9	96602162	96602712	intergenic	.	.	.	intergenic	96602162	96602712	551
chr9	100544828	100545994	intergenic	.	.	.	intergenic	100544828	100545994	1167
chr9	106951345	106952311	intergenic	.	.	.	intergenic	106951345	106952311	967
chr9	109146111	109146546	intergenic	-	.	.	intergenic	109146111	109146546	436
chr9	117056410	117056736	intergenic	.	.	.	intergenic	117056410	117056736	327
chr9	121951249	121951848	intergenic	.	.	.	intergenic	121951249	121951848	600
chr9	122992003	122992473	intergenic	.	.	.	intergenic	122992003	122992473	471
chr16	18791860	18793177	intergenic	.	.	.	intergenic	18791860	18793177	1318
chr16	18797092	18797348	intergenic	.	.	.	intergenic	18797092	18797348	257
chr16	29432648	29433971	intergenic	-	.	.	intergenic	29432648	29433971	1324
chr16	56243630	56243738	intergenic	.	.	.	intergenic	56243630	56243738	109
chr16	57220726	57231313	intergenic	.	.	.	intergenic	57220726	57231313	10588
chr16	81461730	81462208	intergenic	.	.	.	intergenic	81461730	81462208	479
chr16	81517618	81517862	intergenic	.	.	.	intergenic	81517618	81517862	245
chr18	4354193	4354449	intergenic	.	.	.	intergenic	4354193	4354449	257
chr18	12439472	12440660	intergenic	.	.	.	intergenic	12439472	12440660	1189
chr18	12482148	12483330	intergenic	.	.	.	intergenic	12482148	12483330	1183
chr18	12684886	12685570	intergenic	.	.	.	intergenic	12684886	12685570	685
chr18	31653627	31654948	intergenic	.	.	.	intergenic	31653627	31654948	1322
chr18	31833735	31834431	intergenic	.	.	.	intergenic	31833735	31834431	697
chr18	31893099	31895281	intergenic	.	.	.	intergenic	31893099	31895281	2183
