chr	start	end	len
chr7	114319453	114321251	1799
chr7	114491440	114508912	17473
chr7	115659516	115777258	117743
chr7	115701696	115777258	75563
chr7	116348120	116391393	43274
chr7	116362047	116391393	29347
chr7	116378620	116391393	12774
chr7	116387844	116391393	3550
chr7	116387844	116394358	6515
chr7	116390444	116405963	15520
chr7	117634600	117637771	3172
chr7	118193450	118196035	2586
chr7	118408025	118410044	2020
chr7	118790010	118794595	4586
chr7	121047838	121057399	9562
chr7	121052087	121057399	5313
chr7	122090990	122091585	596
chr7	122516829	122528572	11744
chr7	122516829	122518179	1351
chr7	122582430	122590183	7754
chr7	122582430	122595073	12644
chr7	122582430	122600830	18401
chr7	122590045	122600830	10786
chr7	123306375	123314712	8338
chr7	123400530	123401443	914
chr7	123410724	123421639	10916
chr7	125672685	125681263	8579
chr7	125752973	125770703	17731
chr7	125760301	125770703	10403
chr7	126169129	126174248	5120
chr7	126551975	126552338	364
chr7	126661052	126664988	3937
chr7	126878723	126879452	730
chr7	127525293	127525905	613
chr7	127552259	127553294	1036
chr7	128444281	128455032	10752
chr7	128767567	128772362	4796
chr7	129307624	129323487	15864
chr7	129592976	129624357	31382
chr7	129625156	129629056	3901
chr7	129629057	129629847	791
chr7	130167703	130172939	5237
chr7	130196172	130242644	46473
chr7	130218998	130242644	23647
chr7	130228623	130242644	14022
chr7	130464131	130516168	52038
chr7	130481683	130513824	32142
chr7	130503722	130516168	12447
chr7	130504694	130516168	11475
chr7	130507482	130516168	8687
chr7	130739812	130753661	13850
chr7	132759389	132779385	19997
chr7	132771578	132779385	7808
chr7	132869033	132876717	7685
chr7	132971186	132973623	2438
chr7	132972690	132973623	934
chr7	133025713	133081860	56148
chr7	133662081	133667691	5611
chr7	133663361	133667691	4331
chr7	133748843	133759913	11071
chr7	133961084	133968000	6917
chr7	134724330	134747043	22714
chr7	134899146	134918804	19659
chr7	137444979	137453614	8636
chr7	138868410	138876717	8308
chr7	141448775	141451003	2229
chr7	141597473	141605010	7538
chr7	141987751	141988436	686
chr7	141987751	141992300	4550
chr7	141990348	141992300	1953
chr7	142370858	142371310	453
chr7	143520384	143521430	1047
chr7	143529418	143540246	10829
chr7	144285055	144286766	1712
chr7	144445803	144466047	20245
chr7	144454676	144454786	111
chr7	144481711	144498879	17169
chr7	144489197	144506294	17098
chr1	3421702	3421901	200
chr1	4867470	4893563	26094
chr1	5089009	5098133	9125
chr1	5093363	5133262	39900
chr1	6795386	6833678	38293
chr1	7120194	7120615	422
chr1	8414203	8448132	33930
chr1	8445027	8595542	150516
chr1	8554725	8607152	52428
chr1	8554725	8624881	70157
chr1	8583205	8607152	23948
chr1	8583205	8624881	41677
chr1	8583205	8595542	12338
chr1	8595412	8624881	29470
chr1	10088051	10096013	7963
chr1	11089717	11112843	23127
chr1	11139956	11162401	22446
chr1	11181855	11231796	49942
chr1	11193513	11200052	6540
chr1	11511918	11518709	6792
chr1	11747965	11829891	81927
chr1	13221307	13224713	3407
chr1	13221307	13286025	64719
chr1	14208895	14253102	44208
chr1	16344633	16345703	1071
chr1	16345704	16394210	48507
chr1	16366079	16463194	97116
chr1	16389821	16509408	119588
chr1	16440323	16463194	22872
chr1	16440323	16509408	69086
chr1	16463035	16509408	46374
chr1	16581927	16602353	20427
chr1	17091298	17092057	760
chr1	19118830	19148417	29588
chr1	21424049	21469564	45516
chr1	21457404	21469564	12161
chr1	21457404	21593614	136211
chr1	22346293	22379540	33248
chr1	22346293	22397563	51271
chr1	22373344	22379540	6197
chr1	22421741	22428621	6881
chr1	22533399	22538623	5225
chr1	22538286	22596584	58299
chr1	24044114	24086611	42498
chr1	24044114	24067978	23865
chr1	24085411	24086611	1201
chr1	24410196	24510887	100692
chr1	24508184	24575459	67276
chr1	24559654	24575459	15806
chr1	24711512	24731899	20388
chr1	25093765	25112275	18511
chr1	25111692	25131401	19710
chr1	25126641	25131401	4761
chr1	25221760	25228547	6788
chr1	25226720	25228547	1828
chr1	25396436	25460811	64376
chr1	25420558	25432576	12019
chr1	25420558	25457100	36543
chr1	25420558	25488119	67562
chr1	25456992	25488119	31128
chr1	25504433	25559865	55433
chr1	25531870	25559865	27996
chr1	30829843	30831559	1717
chr1	33721608	33725019	3412
chr1	33779044	33786532	7489
chr1	34194665	34195821	1157
chr1	34223804	34229246	5443
chr1	34299839	34300042	204
chr1	36182470	36192505	10036
chr1	36195850	36197635	1786
chr1	36207942	36211486	3545
chr1	36818658	36825346	6689
chr1	36818893	36823153	4261
chr1	36854844	36889325	34482
chr1	37490260	37498740	8481
chr1	37763307	37834337	71031
chr1	37783817	37855373	71557
chr1	37783817	37811027	27211
chr1	37783817	37819640	35824
chr1	37783817	37834337	50521
chr1	38037203	38041838	4636
chr1	38053616	38085652	32037
chr1	38107568	38108467	900
chr1	38252641	38341801	89161
chr1	39263319	39300733	37415
chr1	39263319	39313068	49750
chr1	39287468	39300733	13266
chr1	40007531	40008234	704
chr1	40718595	40726458	7864
chr1	43100715	43111373	10659
chr1	43141698	43153254	11557
chr1	43771681	43807377	35697
chr1	43957436	43970516	13081
chr1	43990511	43992394	1884
chr1	44156937	44167882	10946
chr1	51180252	51181895	1644
chr1	51820141	51834543	14403
chr1	52188679	52207359	18681
chr1	52189423	52207359	17937
chr1	52196165	52212366	16202
chr1	52207301	52215694	8394
chr1	52212203	52215694	3492
chr1	52479238	52490755	11518
chr1	52708164	52709755	1592
chr1	53206562	53208085	1524
chr1	53256629	53282092	25464
chr1	53865041	53914632	49592
chr1	53904249	53914632	10384
chr1	54492029	54493406	1378
chr1	54723014	54743428	20415
chr1	54762261	54766984	4724
chr1	55204183	55206615	2433
chr1	55695745	55715603	19859
chr1	55695745	55702133	6389
chr1	55713421	55715603	2183
chr1	56831439	56891265	59827
chr1	56891163	56948255	57093
chr1	57799305	57855524	56220
chr1	57879508	57885949	6442
chr1	58474809	58500384	25576
chr1	58476434	58483703	7270
chr1	58544667	58558057	13391
chr1	58548639	58558057	9419
chr1	59191889	59199191	7303
chr1	59813588	59815411	1824
chr1	59949053	59958435	9383
chr1	60003656	60007906	4251
chr1	60105311	60126034	20724
chr1	60105311	60109449	4139
chr1	60105311	60139343	34033
chr1	60109327	60147480	38154
chr1	60181463	60206416	24954
chr1	60194504	60206416	11913
chr1	60222067	60230685	8619
chr1	62198577	62238952	40376
chr1	62738289	62749288	11000
chr1	63085668	63093730	8063
chr1	63093285	63105759	12475
chr1	63148396	63148571	176
chr1	63163667	63166367	2701
chr1	63528758	63535208	6451
chr1	64078707	64079334	628
chr1	64550849	64570276	19428
chr1	64883129	64922482	39354
chr1	64921550	64922482	933
chr1	66322404	66380773	58370
chr1	66399389	66401521	2133
chr1	66471976	66491131	19156
chr1	66483241	66491131	7891
chr1	66569790	66612288	42499
chr1	66735637	66762252	26616
chr1	66762048	66802168	40121
chr1	66772906	66802168	29263
chr1	68071518	68080795	9278
chr1	68250580	68298441	47862
chr1	68250580	68259313	8734
chr1	68254529	68560682	306154
chr1	68560496	68740533	180038
chr1	68740382	68740533	152
chr1	69858473	69896581	38109
chr1	72312408	72315581	3174
chr1	72381619	72383769	2151
chr1	72447156	72452597	5442
chr1	75240892	75241479	588
chr1	75256843	75258637	1795
chr1	75273957	75275717	1761
chr1	75418458	75418970	513
chr1	75429060	75429620	561
chr1	78443635	78472634	29000
chr1	78471083	78476305	5223
chr1	78688237	78690378	2142
chr1	79724645	79729710	5066
chr1	79724645	79726716	2072
chr1	79810554	79821557	11004
chr1	80304080	80323056	18977
chr1	80549133	80564571	15439
chr1	80584996	80648332	63337
chr1	82340319	82342862	2544
chr1	83263509	83280585	17077
chr1	84476345	84534997	58653
chr1	84730532	84744751	14220
chr1	84768583	84777507	8925
chr1	84776317	84786196	9880
chr1	84782827	84794327	11501
chr1	86078568	86094340	15773
chr1	86083147	86085270	2124
chr1	86118510	86137116	18607
chr1	86760288	86821450	61163
chr1	86791416	86821450	30035
chr1	86973400	87021117	47718
chr1	87364104	87380008	15905
chr1	87364104	87374111	10008
chr1	87364104	87403846	39743
chr1	87410662	87423281	12620
chr1	87423181	87428728	5548
chr1	87880368	87881939	1572
chr1	87915100	87921681	6582
chr1	89604598	89609583	4986
chr1	89604598	89634294	29697
chr1	89627761	89634294	6534
chr1	89663661	89671271	7611
chr1	91084946	91105297	20352
chr1	91093560	91112297	18738
chr1	91376318	91381972	5655
chr1	92452011	92470985	18975
chr1	93714898	93725316	10419
chr1	97719834	97755971	36138
chr1	100050642	100076214	25573
chr1	100141174	100274561	133388
chr1	104941032	104979097	38066
chr1	104970821	104984922	14102
chr1	105546664	105566250	19587
chr1	105719452	105743349	23898
chr1	106011702	106019905	8204
chr1	106281363	106319015	37653
chr1	106376161	106380422	4262
chr1	110098271	110108955	10685
chr1	116259453	116292535	33083
chr1	118508815	118532085	23271
chr1	119567796	119579077	11282
chr1	119691601	119765922	74322
chr1	119707776	119765922	58147
chr1	119707776	119773271	65496
chr1	119741355	119765922	24568
chr1	123352634	123367873	15240
chr1	123398521	123433085	34565
chr1	123402833	123433085	30253
chr1	123445201	123686315	241115
chr1	123650288	123905176	254889
chr1	125568547	125579327	10781
chr1	128151744	128153399	1656
chr1	128151744	128197097	45354
chr1	128186758	128197097	10340
chr1	128190638	128193756	3119
chr1	128190638	128197097	6460
chr1	128190638	128231467	40830
chr1	128193460	128223641	30182
chr1	128193460	128231467	38008
chr1	128211205	128231467	20263
chr1	128348369	128353570	5202
chr1	128368365	128378877	10513
chr1	129595370	129596180	811
chr1	129613110	129629046	15937
chr1	130706426	130708201	1776
chr1	131344349	131356905	12557
chr1	132434099	132434487	389
chr1	132489588	132490585	998
chr1	132593424	132595483	2060
chr1	132603798	132605585	1788
chr1	133003791	133011198	7408
chr1	133009137	133012711	3575
chr1	134585154	134588947	3794
chr1	134865778	134879745	13968
chr1	134872807	134879745	6939
chr1	135304430	135309198	4769
chr1	139023105	139054621	31517
chr1	139040000	139110485	70486
chr1	139040000	139062971	22972
chr1	139053346	139110485	57140
chr1	139053346	139144000	90655
chr1	139053346	139062971	9626
chr1	139060275	139110485	50211
chr1	139081173	139110485	29313
chr1	139085883	139110485	24603
chr1	139142891	139143890	1000
chr1	140351208	140383095	31888
chr1	140362949	140450304	87356
chr1	140362949	140383095	20147
chr1	140362949	140431433	68485
chr1	140362949	140484233	121285
chr1	143667625	143677855	10231
chr1	150406462	150407577	1116
chr1	151394609	151397351	2743
chr1	151401080	151405545	4466
chr1	151433794	151439580	5787
chr1	151439516	151443326	3811
chr1	151915482	152006767	91286
chr1	152771541	152772186	646
chr1	152844036	152844407	372
chr1	152855849	152859502	3654
chr1	153435918	153437630	1713
chr1	153902934	153904698	1765
chr1	154633554	154635860	2307
chr1	154700371	154725920	25550
chr1	155173986	155187840	13855
chr1	155173986	155197435	23450
chr1	155187778	155197435	9658
chr1	155601454	155624958	23505
chr1	155789298	155791126	1829
chr1	155935815	155962560	26746
chr1	155953154	155962560	9407
chr1	155958561	155962560	4000
chr1	156439288	156439782	495
chr1	156869441	156907778	38338
chr1	156869441	156901890	32450
chr1	156900586	156907778	7193
chr1	157174143	157179252	5110
chr1	158502048	158520528	18481
chr1	158572952	158580361	7410
chr1	158663995	158684260	20266
chr1	159858177	159874293	16117
chr1	160226485	160231867	5383
chr1	160441823	160472111	30289
chr1	160645308	160702460	57153
chr1	160700712	160702460	1749
chr1	160722133	160740931	18799
chr1	160738896	160740931	2036
chr1	160929964	160940234	10271
chr1	161037548	161037994	447
chr1	161098263	161099285	1023
chr1	162231654	162313696	82043
chr1	162285997	162313696	27700
chr1	162295552	162313696	18145
chr1	162307868	162313696	5829
chr1	163883383	163888305	4923
chr1	164278174	164282537	4364
chr1	164379359	164403077	23719
chr1	165350884	165357546	6663
chr1	165388658	165399868	11211
chr1	165388658	165429315	40658
chr1	165399654	165429315	29662
chr1	165411464	165429315	17852
chr1	165420111	165424394	4284
chr1	165420111	165429315	9205
chr1	165601750	165608604	6855
chr1	165604610	165608604	3995
chr1	165911288	165913349	2062
chr1	167227732	167237648	9917
chr1	167234692	167237648	2957
chr1	167314107	167319329	5223
chr1	170747106	170819432	72327
chr1	170787346	170799745	12400
chr1	170787346	170819432	32087
chr1	170799614	170835040	35427
chr1	170815423	170819432	4010
chr1	172173943	172187460	13518
chr1	174593061	174647193	54133
chr1	174593061	174612651	19591
chr1	174608382	174791407	183026
chr1	174608382	174647193	38812
chr1	174608382	174612651	4270
chr1	174694187	174699676	5490
chr1	175121728	175153230	31503
chr1	176044835	176090039	45205
chr1	176840285	176919686	79402
chr1	176874564	176919686	45123
chr1	177043775	177067333	23559
chr1	177050038	177131096	81059
chr1	177050038	177067333	17296
chr1	177096967	177131096	34130
chr1	177096967	177109738	12772
chr1	177767655	177784998	17344
chr1	178332997	178336158	3162
chr1	179086324	179094402	8079
chr1	179784090	179786131	2042
chr1	179999362	180040200	40839
chr1	179999362	180084505	85144
chr1	179999362	180151277	151916
chr1	180736692	180738637	1946
chr1	181120355	181123984	3630
chr1	181187606	181198944	11339
chr1	181825622	181832232	6611
chr1	181828712	181831734	3023
chr1	181956394	181961919	5526
chr1	182833063	182858610	25548
chr1	182853957	182858610	4654
chr1	183135355	183135876	522
chr1	184943206	184945000	1795
chr1	185250020	185250931	912
chr1	185266901	185267279	379
chr1	185386246	185397267	11022
chr1	187225503	187304397	78895
chr1	188043334	188066457	23124
chr1	189242887	189258898	16012
chr1	189786636	189798681	12046
chr1	190146952	190162313	15362
chr1	190871592	190871951	360
chr1	190871592	190888764	17173
chr1	190871592	190899571	27980
chr1	190885334	190899571	14238
chr1	191749540	191763671	14132
chr1	191755932	191763671	7740
chr1	192116269	192130460	14192
chr1	192116269	192120133	3865
chr1	192123539	192130460	6922
chr1	192221333	192242037	20705
chr1	192337400	192337829	430
chr1	192716957	192727478	10522
chr1	192930478	193027017	96540
chr1	192930478	192986882	56405
chr1	192980346	193027017	46672
chr1	192980346	192986882	6537
chr1	194643686	194649638	5953
chr1	195018601	195024406	5806
chrX	7794992	7818389	23398
chrX	7856304	7868071	11768
chrX	8197975	8199462	1488
chrX	8245060	8246921	1862
chrX	10164722	10202165	37444
chrX	10579315	10590219	10905
chrX	10579315	10585652	6338
chrX	12716862	12728139	11278
chrX	12745746	12749337	3592
chrX	13093924	13104801	10878
chrX	13600357	13620825	20469
chrX	13600357	13626297	25941
chrX	13614470	13626297	11828
chrX	18199158	18222877	23720
chrX	18261523	18264710	3188
chrX	20158815	20205565	46751
chrX	20158815	20166113	7299
chrX	20158815	20188920	30106
chrX	20186060	20202787	16728
chrX	20376881	20381819	4939
chrX	20907077	20909582	2506
chrX	23756440	23788165	31726
chrX	38430918	38442140	11223
chrX	38435396	38442140	6745
chrX	41478560	41478799	240
chrX	41802947	41839634	36688
chrX	42201855	42225079	23225
chrX	47849916	47861388	11473
chrX	47920161	47948360	28200
chrX	48543405	48588749	45345
chrX	48558269	48567113	8845
chrX	50567540	50581556	14017
chrX	50577871	50580949	3079
chrX	50577871	50598288	20418
chrX	50577871	50612850	34980
chrX	50577871	50578024	154
chrX	50577871	50592085	14215
chrX	50580581	50581556	976
chrX	50581403	50612850	31448
chrX	50595461	50612850	17390
chrX	50598134	50598288	155
chrX	50598134	50612850	14717
chrX	50600744	50612850	12107
chrX	50600744	50608814	8071
chrX	50603439	50603525	87
chrX	52999091	53016429	17339
chrX	59125894	59250966	125073
chrX	60266736	60269997	3262
chrX	60304225	60321553	17329
chrX	68697848	68703772	5925
chrX	69544409	69545269	861
chrX	71117481	71121468	3988
chrX	71231391	71259826	28436
chrX	73545063	73555235	10173
chrX	75113586	75123981	10396
chrX	75731020	75731182	163
chrX	75731020	75741978	10959
chrX	75731020	75746839	15820
chrX	75731020	75760394	29375
chrX	75736093	75746839	10747
chrX	75736093	75760394	24302
chrX	75741816	75741978	163
chrX	75741816	75746839	5024
chrX	75741816	75751687	9872
chrX	75746677	75746839	163
chrX	75746677	75755528	8852
chrX	75751525	75755528	4004
chrX	75755366	75760394	5029
chrX	75760232	75760394	163
chrX	83664048	83729496	65449
chrX	83714103	83729496	15394
chrX	83878047	83887233	9187
chrX	84575560	84848794	273235
chrX	85053971	85110100	56130
chrX	85149130	85190702	41573
chrX	85177704	85197535	19832
chrX	85715665	85761407	45743
chrX	85730202	85761407	31206
chrX	85730202	85746301	16100
chrX	86785293	86787848	2556
chrX	87300585	87419302	118718
chrX	87419023	87419302	280
chrX	93420567	93493581	73015
chrX	93620505	93626612	6108
chrX	93800114	93814068	13955
chrX	94098283	94102380	4098
chrX	94098283	94114263	15981
chrX	94098283	94098852	570
chrX	95100957	95131015	30059
chrX	95741905	95778969	37065
chrX	95898265	95925370	27106
chrX	98597028	98627073	30046
chrX	101213774	101215578	1805
chrX	101559766	101578456	18691
chrX	102076162	102081821	5660
chrX	102187355	102188371	1017
chrX	102402585	102432597	30013
chrX	102554884	102559734	4851
chrX	103595931	103605619	9689
chrX	105826101	105836427	10327
chrX	105867851	105899993	32143
chrX	105887588	105887714	127
chrX	113080138	113140786	60649
chrX	129939245	129943951	4707
chrX	129957243	130179060	221818
chrX	133625269	133681408	56140
chrX	134261577	134267561	5985
chrX	135797553	135797629	77
chrX	135797788	135797864	77
chrX	135840393	135840469	77
chrX	135840853	135840924	72
chrX	142752040	142834393	82354
chrX	142832501	142834393	1893
chrX	143709648	143744001	34354
chrX	143743938	143775134	31197
chrX	144346682	144349419	2738
chrX	144480960	144481481	522
chrX	151376748	151399803	23056
chrX	151428917	151457836	28920
chrX	151597301	151599584	2284
chrX	151835224	151843155	7932
chrX	151856086	151860749	4664
chrX	151860669	151878909	18241
chrX	151862298	151864773	2476
chrX	152022746	152047968	25223
chrX	152046660	152047968	1309
chrX	152213287	152216466	3180
chrX	152248428	152248820	393
chrX	152253424	152253861	438
chrX	153143976	153150428	6453
chrX	153148452	153170302	21851
chrX	155269659	155273429	3771
chrX	157572859	157591555	18697
chrX	157853095	157890172	37078
chrX	157853095	157906881	53787
chrX	157853095	157910250	57156
chrX	157871645	157872153	509
chrX	157888398	157996684	108287
chrX	157906670	157919892	13223
chrX	157919746	157996684	76939
chrX	157934640	157961295	26656
chrX	157961254	157996684	35431
chrX	157990108	157996684	6577
chrX	159917236	159943282	26047
chrX	160541369	160560178	18810
chrX	160541369	160564359	22991
chrX	160823975	160830022	6048
chrX	160846937	160924486	77550
chrX	160858800	160876568	17769
chrX	160924452	160928655	4204
chrX	162438648	162471856	33209
chrX	162471795	162552666	80872
chrX	162471795	162526396	54602
chrX	162471795	162546849	75055
chrX	162790612	162811595	20984
chrX	162921199	162941844	20646
chrX	166408589	166431870	23282
chrX	166426820	166431870	5051
chrX	167604559	167897638	293080
chrX	167604559	167729135	124577
chrX	167729019	167729135	117
chr2	3178236	3220369	42134
chr2	3178236	3202721	24486
chr2	3304812	3309611	4800
chr2	3496564	3502785	6222
chr2	5445070	5565780	120711
chr2	5923869	5932542	8674
chr2	6391055	6394555	3501
chr2	6547042	6664197	117156
chr2	6547042	6560790	13749
chr2	6585974	6615822	29849
chr2	6585974	6624719	38746
chr2	6615688	6624719	9032
chr2	6615688	6721613	105926
chr2	6624671	6721613	96943
chr2	6664115	6721613	57499
chr2	6721417	6721613	197
chr2	6721417	6962414	240998
chr2	6962379	7185510	223132
chr2	6962379	7395922	433544
chr2	10437947	10461472	23526
chr2	11781477	11786302	4826
chr2	12132439	12182751	50313
chr2	12155372	12182751	27380
chr2	12155372	12178723	23352
chr2	12174153	12182751	8599
chr2	12189473	12194434	4962
chr2	12200075	12265333	65259
chr2	12242411	12253578	11168
chr2	12355277	12386679	31403
chr2	12364447	12397566	33120
chr2	12364447	12410080	45634
chr2	12382103	12397566	15464
chr2	12396179	12410080	13902
chr2	13216770	13224425	7656
chr2	14115817	14117535	1719
chr2	14981306	14984439	3134
chr2	16650109	16703383	53275
chr2	16703317	16729413	26097
chr2	18071125	18109891	38767
chr2	18071125	18126229	55105
chr2	18092168	18109891	17724
chr2	18092168	18146872	54705
chr2	18159456	18197997	38542
chr2	18284623	18308949	24327
chr2	18284623	18317000	32378
chr2	18306973	18317000	10028
chr2	20529959	20530242	284
chr2	20855354	20860036	4683
chr2	20860304	20881851	21548
chr2	20865265	20892177	26913
chr2	20879961	20889953	9993
chr2	20887106	20892177	5072
chr2	23087485	23094517	7033
chr2	23089591	23090582	992
chr2	24622599	24639210	16612
chr2	24625238	24637517	12280
chr2	24625238	24648562	23325
chr2	24631899	24639210	7312
chr2	24719045	24720056	1012
chr2	24730671	24734036	3366
chr2	24813527	24825067	11541
chr2	24813527	24877626	64100
chr2	24856606	24877626	21021
chr2	24856606	24884702	28097
chr2	25408687	25408904	218
chr2	25596433	25602555	6123
chr2	25937946	25941469	3524
chr2	25955260	25966948	11689
chr2	25965663	25966948	1286
chr2	26916705	26917531	827
chr2	27452833	27454504	1672
chr2	27459457	27462568	3112
chr2	29893001	29922371	29371
chr2	30017198	30020047	2850
chr2	30017198	30018570	1373
chr2	30110205	30111332	1128
chr2	30140475	30142421	1947
chr2	30321882	30323634	1753
chr2	30963475	30963869	395
chr2	31040405	31059017	18613
chr2	31082974	31105357	22384
chr2	31096027	31105357	9331
chr2	31183580	31188813	5234
chr2	31604614	31605343	730
chr2	31778334	31779216	883
chr2	31784507	31797727	13221
chr2	32200826	32204324	3499
chr2	32310451	32328047	17597
chr2	32323187	32323417	231
chr2	32809101	32812105	3005
chr2	33045488	33085944	40457
chr2	33260478	33276235	15758
chr2	33260478	33284908	24431
chr2	33260478	33336620	76143
chr2	33260478	33340833	80356
chr2	33260478	33324703	64226
chr2	33273561	33284908	11348
chr2	33273561	33324703	51143
chr2	33324653	33340833	16181
chr2	33802745	33834633	31889
chr2	34204780	34224646	19867
chr2	34497701	34533897	36197
chr2	34581192	34597560	16369
chr2	34725043	34725513	471
chr2	35643888	35661625	17738
chr2	35889265	35903145	13881
chr2	37405244	37414812	9569
chr2	37469377	37492079	22703
chr2	37469377	37483885	14509
chr2	37469377	37509078	39702
chr2	37532516	37543231	10716
chr2	37624173	37647285	23113
chr2	37627435	37647285	19851
chr2	37627435	37645691	18257
chr2	37635424	37647285	11862
chr2	37640851	37647285	6435
chr2	37844777	37856156	11380
chr2	37961641	38136975	175335
chr2	37961641	37983105	21465
chr2	37961641	38021466	59826
chr2	37961641	38039205	77565
chr2	39080077	39099475	19399
chr2	40677491	40751016	73526
chr2	40697350	40751016	53667
chr2	40715372	40725954	10583
chr2	40801392	40822695	21304
chr2	40821586	40860772	39187
chr2	40902977	40928022	25046
chr2	40902977	40919255	16279
chr2	40919136	40928022	8887
chr2	40998053	41123733	125681
chr2	41110754	41113094	2341
chr2	41110754	41123733	12980
chr2	41185870	41269329	83460
chr2	41341691	41435633	93943
chr2	41375834	41435633	59800
chr2	41375834	41445226	69393
